route,id,name,lat,lon,type,altitude,height,width
Mike,1,Atibaia,-23.100277778,-46.5694444439999,Node,1463.0399531827215,121.9199960985602,5556.0
Mike,2,Mike_GN_1,-23.11025,-46.3995,Node,1463.0399531827215,121.9199960985602,5556.0
Mike,3,Través Norte Igaratá,-23.1244444449999,-46.156388889,Node,1463.0399531827215,121.9199960985602,5556.0
Mike_2,1,Través Norte Igaratá,-23.1244444449999,-46.156388889,Node,1188.7199619609612,60.9599980492801,5556.0
Mike_2,2,Través Norte São José,-23.081666667,-45.901388889,Node,1188.7199619609612,60.9599980492801,5556.0
Mike_3,1,Través Norte São José,-23.081666667,-45.901388889,Node,1142.9999634240012,152.39999512320037,5556.0
Mike_3,2,Mike_3_GN_1,-23.0938,-45.70975,Node,1142.9999634240012,152.39999512320037,5556.0
Mike_3,3,Caçapava,-23.095833334,-45.6777777779999,Node,1142.9999634240012,152.39999512320037,5556.0
Mike_4,1,Caçapava,-23.095833334,-45.6777777779999,Node,1142.9999634240012,240.79199229465627,5556.0
Mike_4,2,Mike_4_GN_1,-23.08625,-45.6595,Node,1142.9999634240012,240.79199229465627,5556.0
Mike_4,3,Mike_4_GN_2,-23.07385,-45.60865,Node,1142.9999634240012,240.79199229465627,5556.0
Mike_4,4,Trevo Carvalho Pinto,-23.0627777779999,-45.614444444,Node,1142.9999634240012,240.79199229465627,5556.0
Mike_5,1,Trevo Carvalho Pinto,-23.0627777779999,-45.614444444,Node,1322.1928609156346,240.79199229465627,5556.0
